Discipline,Specialty,Year,OutDiscRef,OutDiscCit
Clinical Medicine,Otorhinolaryngology,1969,0.24,0.1
Clinical Medicine,Otorhinolaryngology,1970,0.22,0.1
Clinical Medicine,Otorhinolaryngology,1971,0.24,0.1
Clinical Medicine,Otorhinolaryngology,1972,0.21,0.1
Clinical Medicine,Otorhinolaryngology,1973,0.16,0.09
Clinical Medicine,Otorhinolaryngology,1974,0.21,0.08
Clinical Medicine,Otorhinolaryngology,1975,0.2,0.09
Clinical Medicine,Otorhinolaryngology,1976,0.14,0.08
Clinical Medicine,Otorhinolaryngology,1977,0.13,0.08
Clinical Medicine,Otorhinolaryngology,1978,0.15,0.09
Clinical Medicine,Otorhinolaryngology,1979,0.17,0.11
Clinical Medicine,Otorhinolaryngology,1980,0.21,0.11
Clinical Medicine,Otorhinolaryngology,1981,0.14,0.09
Clinical Medicine,Otorhinolaryngology,1982,0.16,0.1
Clinical Medicine,Otorhinolaryngology,1983,0.2,0.11
Clinical Medicine,Otorhinolaryngology,1984,0.17,0.11
Clinical Medicine,Otorhinolaryngology,1985,0.15,0.1
Clinical Medicine,Otorhinolaryngology,1986,0.16,0.11
Clinical Medicine,Otorhinolaryngology,1987,0.18,0.12
Clinical Medicine,Otorhinolaryngology,1988,0.14,0.1
Clinical Medicine,Otorhinolaryngology,1989,0.15,0.1
Clinical Medicine,Otorhinolaryngology,1990,0.17,0.13
Clinical Medicine,Otorhinolaryngology,1991,0.17,0.11
Clinical Medicine,Otorhinolaryngology,1992,0.17,0.11
Clinical Medicine,Otorhinolaryngology,1993,0.17,0.12
Clinical Medicine,Otorhinolaryngology,1994,0.17,0.12
Clinical Medicine,Otorhinolaryngology,1995,0.17,0.13
Clinical Medicine,Otorhinolaryngology,1996,0.17,0.13
Clinical Medicine,Otorhinolaryngology,1997,0.17,0.12
Clinical Medicine,Otorhinolaryngology,1998,0.16,0.13
Clinical Medicine,Otorhinolaryngology,1999,0.16,0.13
Clinical Medicine,Otorhinolaryngology,2000,0.15,0.13
Clinical Medicine,Otorhinolaryngology,2001,0.16,0.13
Clinical Medicine,Otorhinolaryngology,2002,0.17,0.14
Clinical Medicine,Otorhinolaryngology,2003,0.16,0.14
Clinical Medicine,Otorhinolaryngology,2004,0.16,0.14
Clinical Medicine,Otorhinolaryngology,2005,0.17,0.14
Clinical Medicine,Otorhinolaryngology,2006,0.16,0.14
Clinical Medicine,Otorhinolaryngology,2007,0.16,0.14
Clinical Medicine,Otorhinolaryngology,2008,0.16,0.14
Clinical Medicine,Otorhinolaryngology,2009,0.16,0.14
Clinical Medicine,Otorhinolaryngology,2010,0.16,0.15
Clinical Medicine,Otorhinolaryngology,2011,0.17,0.15
Clinical Medicine,Otorhinolaryngology,2012,0.17,0.13
Clinical Medicine,Otorhinolaryngology,2013,0.16,0.14
Clinical Medicine,Otorhinolaryngology,2014,0.18,0.15
Clinical Medicine,Pathology,1950,0.23,0.2
Clinical Medicine,Pathology,1951,0.25,0.23
Clinical Medicine,Pathology,1952,0.24,0.2
Clinical Medicine,Pathology,1953,0.23,0.23
Clinical Medicine,Pathology,1954,0.26,0.2
Clinical Medicine,Pathology,1955,0.21,0.2
Clinical Medicine,Pathology,1956,0.23,0.19
Clinical Medicine,Pathology,1957,0.23,0.27
Clinical Medicine,Pathology,1958,0.25,0.21
Clinical Medicine,Pathology,1959,0.28,0.2
Clinical Medicine,Pathology,1960,0.24,0.21
Clinical Medicine,Pathology,1961,0.27,0.22
Clinical Medicine,Pathology,1962,0.28,0.2
Clinical Medicine,Pathology,1963,0.3,0.22
Clinical Medicine,Pathology,1964,0.34,0.22
Clinical Medicine,Pathology,1965,0.33,0.22
Clinical Medicine,Pathology,1966,0.33,0.26
Clinical Medicine,Pathology,1967,0.33,0.22
Clinical Medicine,Pathology,1968,0.32,0.22
Clinical Medicine,Pathology,1969,0.32,0.2
Clinical Medicine,Pathology,1970,0.32,0.21
Clinical Medicine,Pathology,1971,0.3,0.2
Clinical Medicine,Pathology,1972,0.29,0.19
Clinical Medicine,Pathology,1973,0.3,0.2
Clinical Medicine,Pathology,1974,0.29,0.2
Clinical Medicine,Pathology,1975,0.27,0.2
Clinical Medicine,Pathology,1976,0.28,0.19
Clinical Medicine,Pathology,1977,0.27,0.18
Clinical Medicine,Pathology,1978,0.26,0.17
Clinical Medicine,Pathology,1979,0.22,0.17
Clinical Medicine,Pathology,1980,0.22,0.19
Clinical Medicine,Pathology,1981,0.21,0.17
Clinical Medicine,Pathology,1982,0.2,0.17
Clinical Medicine,Pathology,1983,0.24,0.16
Clinical Medicine,Pathology,1984,0.23,0.17
Clinical Medicine,Pathology,1985,0.21,0.16
Clinical Medicine,Pathology,1986,0.22,0.16
Clinical Medicine,Pathology,1987,0.22,0.16
Clinical Medicine,Pathology,1988,0.22,0.16
Clinical Medicine,Pathology,1989,0.22,0.16
Clinical Medicine,Pathology,1990,0.23,0.16
Clinical Medicine,Pathology,1991,0.24,0.17
Clinical Medicine,Pathology,1992,0.24,0.17
Clinical Medicine,Pathology,1993,0.26,0.17
Clinical Medicine,Pathology,1994,0.26,0.17
Clinical Medicine,Pathology,1995,0.26,0.18
Clinical Medicine,Pathology,1996,0.25,0.18
Clinical Medicine,Pathology,1997,0.25,0.19
Clinical Medicine,Pathology,1998,0.26,0.19
Clinical Medicine,Pathology,1999,0.25,0.21
Clinical Medicine,Pathology,2000,0.24,0.21
Clinical Medicine,Pathology,2001,0.26,0.21
Clinical Medicine,Pathology,2002,0.25,0.21
Clinical Medicine,Pathology,2003,0.26,0.23
Clinical Medicine,Pathology,2004,0.26,0.23
Clinical Medicine,Pathology,2005,0.26,0.24
Clinical Medicine,Pathology,2006,0.26,0.24
Clinical Medicine,Pathology,2007,0.24,0.24
Clinical Medicine,Pathology,2008,0.25,0.25
Clinical Medicine,Pathology,2009,0.27,0.27
Clinical Medicine,Pathology,2010,0.27,0.28
Clinical Medicine,Pathology,2011,0.27,0.29
Clinical Medicine,Pathology,2012,0.27,0.28
Clinical Medicine,Pathology,2013,0.27,0.27
Clinical Medicine,Pathology,2014,0.28,0.25
Clinical Medicine,Pediatrics,1950,0.13,0.12
Clinical Medicine,Pediatrics,1951,0.13,0.12
Clinical Medicine,Pediatrics,1952,0.14,0.11
Clinical Medicine,Pediatrics,1953,0.13,0.12
Clinical Medicine,Pediatrics,1954,0.14,0.13
Clinical Medicine,Pediatrics,1955,0.13,0.13
Clinical Medicine,Pediatrics,1956,0.13,0.12
Clinical Medicine,Pediatrics,1957,0.14,0.14
Clinical Medicine,Pediatrics,1958,0.18,0.13
Clinical Medicine,Pediatrics,1959,0.17,0.15
Clinical Medicine,Pediatrics,1960,0.13,0.12
Clinical Medicine,Pediatrics,1961,0.16,0.14
Clinical Medicine,Pediatrics,1962,0.18,0.16
Clinical Medicine,Pediatrics,1963,0.16,0.16
Clinical Medicine,Pediatrics,1964,0.16,0.17
Clinical Medicine,Pediatrics,1965,0.17,0.15
Clinical Medicine,Pediatrics,1966,0.17,0.16
Clinical Medicine,Pediatrics,1967,0.15,0.17
Clinical Medicine,Pediatrics,1968,0.18,0.16
Clinical Medicine,Pediatrics,1969,0.16,0.17
Clinical Medicine,Pediatrics,1970,0.16,0.16
Clinical Medicine,Pediatrics,1971,0.18,0.18
Clinical Medicine,Pediatrics,1972,0.17,0.17
Clinical Medicine,Pediatrics,1973,0.17,0.17
Clinical Medicine,Pediatrics,1974,0.17,0.16
Clinical Medicine,Pediatrics,1975,0.15,0.18
Clinical Medicine,Pediatrics,1976,0.15,0.16
Clinical Medicine,Pediatrics,1977,0.17,0.17
Clinical Medicine,Pediatrics,1978,0.15,0.17
Clinical Medicine,Pediatrics,1979,0.17,0.18
Clinical Medicine,Pediatrics,1980,0.16,0.18
Clinical Medicine,Pediatrics,1981,0.16,0.19
Clinical Medicine,Pediatrics,1982,0.17,0.19
Clinical Medicine,Pediatrics,1983,0.17,0.18
Clinical Medicine,Pediatrics,1984,0.18,0.19
Clinical Medicine,Pediatrics,1985,0.18,0.2
Clinical Medicine,Pediatrics,1986,0.18,0.2
Clinical Medicine,Pediatrics,1987,0.19,0.21
Clinical Medicine,Pediatrics,1988,0.2,0.2
Clinical Medicine,Pediatrics,1989,0.2,0.2
Clinical Medicine,Pediatrics,1990,0.19,0.2
Clinical Medicine,Pediatrics,1991,0.21,0.21
Clinical Medicine,Pediatrics,1992,0.22,0.22
Clinical Medicine,Pediatrics,1993,0.21,0.21
Clinical Medicine,Pediatrics,1994,0.2,0.22
Clinical Medicine,Pediatrics,1995,0.21,0.23
Clinical Medicine,Pediatrics,1996,0.2,0.22
Clinical Medicine,Pediatrics,1997,0.2,0.23
Clinical Medicine,Pediatrics,1998,0.2,0.24
Clinical Medicine,Pediatrics,1999,0.19,0.24
Clinical Medicine,Pediatrics,2000,0.2,0.25
Clinical Medicine,Pediatrics,2001,0.19,0.25
Clinical Medicine,Pediatrics,2002,0.2,0.26
Clinical Medicine,Pediatrics,2003,0.2,0.27
Clinical Medicine,Pediatrics,2004,0.19,0.26
Clinical Medicine,Pediatrics,2005,0.2,0.27
Clinical Medicine,Pediatrics,2006,0.21,0.28
Clinical Medicine,Pediatrics,2007,0.21,0.28
Clinical Medicine,Pediatrics,2008,0.2,0.27
Clinical Medicine,Pediatrics,2009,0.2,0.28
Clinical Medicine,Pediatrics,2010,0.2,0.27
Clinical Medicine,Pediatrics,2011,0.21,0.27
Clinical Medicine,Pediatrics,2012,0.21,0.26
Clinical Medicine,Pediatrics,2013,0.21,0.25
Clinical Medicine,Pediatrics,2014,0.22,0.24
Clinical Medicine,Pharmacology,1950,0.43,0.26
Clinical Medicine,Pharmacology,1951,0.43,0.28
Clinical Medicine,Pharmacology,1952,0.45,0.29
Clinical Medicine,Pharmacology,1953,0.41,0.26
Clinical Medicine,Pharmacology,1954,0.42,0.26
Clinical Medicine,Pharmacology,1955,0.47,0.25
Clinical Medicine,Pharmacology,1956,0.42,0.26
Clinical Medicine,Pharmacology,1957,0.44,0.25
Clinical Medicine,Pharmacology,1958,0.44,0.25
Clinical Medicine,Pharmacology,1959,0.44,0.23
Clinical Medicine,Pharmacology,1960,0.41,0.26
Clinical Medicine,Pharmacology,1961,0.41,0.33
Clinical Medicine,Pharmacology,1962,0.42,0.25
Clinical Medicine,Pharmacology,1963,0.44,0.26
Clinical Medicine,Pharmacology,1964,0.47,0.29
Clinical Medicine,Pharmacology,1965,0.43,0.28
Clinical Medicine,Pharmacology,1966,0.43,0.28
Clinical Medicine,Pharmacology,1967,0.44,0.29
Clinical Medicine,Pharmacology,1968,0.43,0.29
Clinical Medicine,Pharmacology,1969,0.41,0.27
Clinical Medicine,Pharmacology,1970,0.41,0.27
Clinical Medicine,Pharmacology,1971,0.4,0.27
Clinical Medicine,Pharmacology,1972,0.42,0.28
Clinical Medicine,Pharmacology,1973,0.4,0.26
Clinical Medicine,Pharmacology,1974,0.38,0.26
Clinical Medicine,Pharmacology,1975,0.38,0.26
Clinical Medicine,Pharmacology,1976,0.36,0.25
Clinical Medicine,Pharmacology,1977,0.35,0.24
Clinical Medicine,Pharmacology,1978,0.35,0.23
Clinical Medicine,Pharmacology,1979,0.36,0.25
Clinical Medicine,Pharmacology,1980,0.34,0.24
Clinical Medicine,Pharmacology,1981,0.33,0.24
Clinical Medicine,Pharmacology,1982,0.32,0.24
Clinical Medicine,Pharmacology,1983,0.32,0.23
Clinical Medicine,Pharmacology,1984,0.32,0.24
Clinical Medicine,Pharmacology,1985,0.32,0.25
Clinical Medicine,Pharmacology,1986,0.31,0.25
Clinical Medicine,Pharmacology,1987,0.32,0.25
Clinical Medicine,Pharmacology,1988,0.31,0.25
Clinical Medicine,Pharmacology,1989,0.31,0.26
Clinical Medicine,Pharmacology,1990,0.31,0.27
Clinical Medicine,Pharmacology,1991,0.32,0.28
Clinical Medicine,Pharmacology,1992,0.32,0.28
Clinical Medicine,Pharmacology,1993,0.33,0.28
Clinical Medicine,Pharmacology,1994,0.33,0.3
Clinical Medicine,Pharmacology,1995,0.32,0.3
Clinical Medicine,Pharmacology,1996,0.33,0.32
Clinical Medicine,Pharmacology,1997,0.32,0.32
Clinical Medicine,Pharmacology,1998,0.33,0.34
Clinical Medicine,Pharmacology,1999,0.33,0.34
Clinical Medicine,Pharmacology,2000,0.33,0.36
Clinical Medicine,Pharmacology,2001,0.34,0.36
Clinical Medicine,Pharmacology,2002,0.35,0.38
Clinical Medicine,Pharmacology,2003,0.34,0.38
Clinical Medicine,Pharmacology,2004,0.35,0.39
Clinical Medicine,Pharmacology,2005,0.35,0.39
Clinical Medicine,Pharmacology,2006,0.36,0.4
Clinical Medicine,Pharmacology,2007,0.35,0.39
Clinical Medicine,Pharmacology,2008,0.35,0.4
Clinical Medicine,Pharmacology,2009,0.36,0.4
Clinical Medicine,Pharmacology,2010,0.37,0.42
Clinical Medicine,Pharmacology,2011,0.37,0.41
Clinical Medicine,Pharmacology,2012,0.37,0.4
Clinical Medicine,Pharmacology,2013,0.38,0.4
Clinical Medicine,Pharmacology,2014,0.38,0.39
Clinical Medicine,Pharmacy,1950,0.55,0.45
Clinical Medicine,Pharmacy,1951,0.65,0.57
Clinical Medicine,Pharmacy,1952,0.6,0.47
Clinical Medicine,Pharmacy,1953,0.56,0.45
Clinical Medicine,Pharmacy,1954,0.57,0.42
Clinical Medicine,Pharmacy,1955,0.45,0.33
Clinical Medicine,Pharmacy,1956,0.45,0.29
Clinical Medicine,Pharmacy,1957,0.45,0.24
Clinical Medicine,Pharmacy,1958,0.43,0.32
Clinical Medicine,Pharmacy,1959,0.55,0.34
Clinical Medicine,Pharmacy,1960,0.54,0.3
Clinical Medicine,Pharmacy,1961,0.78,0.52
Clinical Medicine,Pharmacy,1962,0.76,0.54
Clinical Medicine,Pharmacy,1963,0.73,0.57
Clinical Medicine,Pharmacy,1964,0.74,0.59
Clinical Medicine,Pharmacy,1965,0.76,0.58
Clinical Medicine,Pharmacy,1966,0.62,0.52
Clinical Medicine,Pharmacy,1967,0.63,0.55
Clinical Medicine,Pharmacy,1968,0.61,0.52
Clinical Medicine,Pharmacy,1969,0.58,0.5
Clinical Medicine,Pharmacy,1970,0.58,0.52
Clinical Medicine,Pharmacy,1971,0.56,0.49
Clinical Medicine,Pharmacy,1972,0.57,0.49
Clinical Medicine,Pharmacy,1973,0.51,0.47
Clinical Medicine,Pharmacy,1974,0.5,0.47
Clinical Medicine,Pharmacy,1975,0.49,0.47
Clinical Medicine,Pharmacy,1976,0.46,0.47
Clinical Medicine,Pharmacy,1977,0.47,0.44
Clinical Medicine,Pharmacy,1978,0.48,0.49
Clinical Medicine,Pharmacy,1979,0.41,0.47
Clinical Medicine,Pharmacy,1980,0.44,0.45
Clinical Medicine,Pharmacy,1981,0.44,0.45
Clinical Medicine,Pharmacy,1982,0.44,0.46
Clinical Medicine,Pharmacy,1983,0.44,0.45
Clinical Medicine,Pharmacy,1984,0.43,0.45
Clinical Medicine,Pharmacy,1985,0.44,0.45
Clinical Medicine,Pharmacy,1986,0.42,0.42
Clinical Medicine,Pharmacy,1987,0.44,0.44
Clinical Medicine,Pharmacy,1988,0.44,0.42
Clinical Medicine,Pharmacy,1989,0.47,0.45
Clinical Medicine,Pharmacy,1990,0.47,0.44
Clinical Medicine,Pharmacy,1991,0.43,0.44
Clinical Medicine,Pharmacy,1992,0.43,0.42
Clinical Medicine,Pharmacy,1993,0.43,0.41
Clinical Medicine,Pharmacy,1994,0.43,0.41
Clinical Medicine,Pharmacy,1995,0.38,0.4
Clinical Medicine,Pharmacy,1996,0.35,0.42
Clinical Medicine,Pharmacy,1997,0.34,0.43
Clinical Medicine,Pharmacy,1998,0.34,0.44
Clinical Medicine,Pharmacy,1999,0.35,0.44
Clinical Medicine,Pharmacy,2000,0.4,0.48
Clinical Medicine,Pharmacy,2001,0.35,0.47
Clinical Medicine,Pharmacy,2002,0.36,0.47
Clinical Medicine,Pharmacy,2003,0.35,0.47
Clinical Medicine,Pharmacy,2004,0.36,0.46
Clinical Medicine,Pharmacy,2005,0.36,0.46
Clinical Medicine,Pharmacy,2006,0.35,0.47
Clinical Medicine,Pharmacy,2007,0.35,0.46
Clinical Medicine,Pharmacy,2008,0.38,0.47
Clinical Medicine,Pharmacy,2009,0.41,0.51
Clinical Medicine,Pharmacy,2010,0.42,0.53
Clinical Medicine,Pharmacy,2011,0.42,0.49
Clinical Medicine,Pharmacy,2012,0.43,0.5
Clinical Medicine,Pharmacy,2013,0.41,0.46
Clinical Medicine,Pharmacy,2014,0.44,0.49
Clinical Medicine,Psychiatry,1950,0.21,0.3
Clinical Medicine,Psychiatry,1951,0.24,0.35
Clinical Medicine,Psychiatry,1952,0.23,0.37
Clinical Medicine,Psychiatry,1953,0.29,0.38
Clinical Medicine,Psychiatry,1954,0.25,0.37
Clinical Medicine,Psychiatry,1955,0.24,0.32
Clinical Medicine,Psychiatry,1956,0.26,0.34
Clinical Medicine,Psychiatry,1957,0.3,0.33
Clinical Medicine,Psychiatry,1958,0.31,0.35
Clinical Medicine,Psychiatry,1959,0.33,0.31
Clinical Medicine,Psychiatry,1960,0.37,0.37
Clinical Medicine,Psychiatry,1961,0.33,0.37
Clinical Medicine,Psychiatry,1962,0.35,0.34
Clinical Medicine,Psychiatry,1963,0.36,0.34
Clinical Medicine,Psychiatry,1964,0.35,0.33
Clinical Medicine,Psychiatry,1965,0.34,0.32
Clinical Medicine,Psychiatry,1966,0.34,0.34
Clinical Medicine,Psychiatry,1967,0.34,0.36
Clinical Medicine,Psychiatry,1968,0.31,0.3
Clinical Medicine,Psychiatry,1969,0.34,0.35
Clinical Medicine,Psychiatry,1970,0.31,0.3
Clinical Medicine,Psychiatry,1971,0.33,0.32
Clinical Medicine,Psychiatry,1972,0.34,0.3
Clinical Medicine,Psychiatry,1973,0.33,0.29
Clinical Medicine,Psychiatry,1974,0.33,0.3
Clinical Medicine,Psychiatry,1975,0.31,0.3
Clinical Medicine,Psychiatry,1976,0.31,0.3
Clinical Medicine,Psychiatry,1977,0.29,0.29
Clinical Medicine,Psychiatry,1978,0.29,0.28
Clinical Medicine,Psychiatry,1979,0.26,0.27
Clinical Medicine,Psychiatry,1980,0.27,0.27
Clinical Medicine,Psychiatry,1981,0.26,0.26
Clinical Medicine,Psychiatry,1982,0.26,0.24
Clinical Medicine,Psychiatry,1983,0.23,0.27
Clinical Medicine,Psychiatry,1984,0.23,0.24
Clinical Medicine,Psychiatry,1985,0.21,0.26
Clinical Medicine,Psychiatry,1986,0.21,0.25
Clinical Medicine,Psychiatry,1987,0.21,0.27
Clinical Medicine,Psychiatry,1988,0.21,0.25
Clinical Medicine,Psychiatry,1989,0.21,0.26
Clinical Medicine,Psychiatry,1990,0.21,0.25
Clinical Medicine,Psychiatry,1991,0.21,0.26
Clinical Medicine,Psychiatry,1992,0.21,0.25
Clinical Medicine,Psychiatry,1993,0.21,0.28
Clinical Medicine,Psychiatry,1994,0.21,0.26
Clinical Medicine,Psychiatry,1995,0.22,0.27
Clinical Medicine,Psychiatry,1996,0.23,0.26
Clinical Medicine,Psychiatry,1997,0.21,0.26
Clinical Medicine,Psychiatry,1998,0.22,0.26
Clinical Medicine,Psychiatry,1999,0.23,0.25
Clinical Medicine,Psychiatry,2000,0.22,0.25
Clinical Medicine,Psychiatry,2001,0.23,0.26
Clinical Medicine,Psychiatry,2002,0.23,0.28
Clinical Medicine,Psychiatry,2003,0.22,0.26
Clinical Medicine,Psychiatry,2004,0.23,0.26
Clinical Medicine,Psychiatry,2005,0.23,0.28
Clinical Medicine,Psychiatry,2006,0.24,0.27
Clinical Medicine,Psychiatry,2007,0.24,0.27
Clinical Medicine,Psychiatry,2008,0.25,0.27
Clinical Medicine,Psychiatry,2009,0.25,0.27
Clinical Medicine,Psychiatry,2010,0.26,0.27
Clinical Medicine,Psychiatry,2011,0.26,0.27
Clinical Medicine,Psychiatry,2012,0.28,0.26
Clinical Medicine,Psychiatry,2013,0.28,0.25
Clinical Medicine,Psychiatry,2014,0.3,0.24
Clinical Medicine,Radiology & Nuclear Medicine,1950,0.09,0.11
Clinical Medicine,Radiology & Nuclear Medicine,1951,0.12,0.13
Clinical Medicine,Radiology & Nuclear Medicine,1952,0.09,0.1
Clinical Medicine,Radiology & Nuclear Medicine,1953,0.1,0.09
Clinical Medicine,Radiology & Nuclear Medicine,1954,0.2,0.15
Clinical Medicine,Radiology & Nuclear Medicine,1955,0.22,0.21
Clinical Medicine,Radiology & Nuclear Medicine,1956,0.19,0.15
Clinical Medicine,Radiology & Nuclear Medicine,1957,0.19,0.17
Clinical Medicine,Radiology & Nuclear Medicine,1958,0.19,0.18
Clinical Medicine,Radiology & Nuclear Medicine,1959,0.22,0.19
Clinical Medicine,Radiology & Nuclear Medicine,1960,0.22,0.15
Clinical Medicine,Radiology & Nuclear Medicine,1961,0.26,0.2
Clinical Medicine,Radiology & Nuclear Medicine,1962,0.29,0.18
Clinical Medicine,Radiology & Nuclear Medicine,1963,0.27,0.17
Clinical Medicine,Radiology & Nuclear Medicine,1964,0.26,0.16
Clinical Medicine,Radiology & Nuclear Medicine,1965,0.21,0.13
Clinical Medicine,Radiology & Nuclear Medicine,1966,0.19,0.14
Clinical Medicine,Radiology & Nuclear Medicine,1967,0.21,0.18
Clinical Medicine,Radiology & Nuclear Medicine,1968,0.23,0.14
Clinical Medicine,Radiology & Nuclear Medicine,1969,0.2,0.15
Clinical Medicine,Radiology & Nuclear Medicine,1970,0.19,0.14
Clinical Medicine,Radiology & Nuclear Medicine,1971,0.19,0.13
Clinical Medicine,Radiology & Nuclear Medicine,1972,0.17,0.13
Clinical Medicine,Radiology & Nuclear Medicine,1973,0.17,0.14
Clinical Medicine,Radiology & Nuclear Medicine,1974,0.16,0.12
Clinical Medicine,Radiology & Nuclear Medicine,1975,0.17,0.14
Clinical Medicine,Radiology & Nuclear Medicine,1976,0.15,0.11
Clinical Medicine,Radiology & Nuclear Medicine,1977,0.15,0.11
Clinical Medicine,Radiology & Nuclear Medicine,1978,0.14,0.11
Clinical Medicine,Radiology & Nuclear Medicine,1979,0.13,0.1
Clinical Medicine,Radiology & Nuclear Medicine,1980,0.13,0.1
Clinical Medicine,Radiology & Nuclear Medicine,1981,0.14,0.11
Clinical Medicine,Radiology & Nuclear Medicine,1982,0.14,0.13
Clinical Medicine,Radiology & Nuclear Medicine,1983,0.14,0.11
Clinical Medicine,Radiology & Nuclear Medicine,1984,0.14,0.12
Clinical Medicine,Radiology & Nuclear Medicine,1985,0.12,0.1
Clinical Medicine,Radiology & Nuclear Medicine,1986,0.15,0.11
Clinical Medicine,Radiology & Nuclear Medicine,1987,0.14,0.11
Clinical Medicine,Radiology & Nuclear Medicine,1988,0.14,0.11
Clinical Medicine,Radiology & Nuclear Medicine,1989,0.15,0.12
Clinical Medicine,Radiology & Nuclear Medicine,1990,0.14,0.12
Clinical Medicine,Radiology & Nuclear Medicine,1991,0.16,0.12
Clinical Medicine,Radiology & Nuclear Medicine,1992,0.15,0.12
Clinical Medicine,Radiology & Nuclear Medicine,1993,0.15,0.13
Clinical Medicine,Radiology & Nuclear Medicine,1994,0.14,0.14
Clinical Medicine,Radiology & Nuclear Medicine,1995,0.13,0.13
Clinical Medicine,Radiology & Nuclear Medicine,1996,0.13,0.14
Clinical Medicine,Radiology & Nuclear Medicine,1997,0.12,0.14
Clinical Medicine,Radiology & Nuclear Medicine,1998,0.13,0.15
Clinical Medicine,Radiology & Nuclear Medicine,1999,0.12,0.14
Clinical Medicine,Radiology & Nuclear Medicine,2000,0.13,0.15
Clinical Medicine,Radiology & Nuclear Medicine,2001,0.12,0.16
Clinical Medicine,Radiology & Nuclear Medicine,2002,0.12,0.16
Clinical Medicine,Radiology & Nuclear Medicine,2003,0.13,0.16
Clinical Medicine,Radiology & Nuclear Medicine,2004,0.13,0.17
Clinical Medicine,Radiology & Nuclear Medicine,2005,0.13,0.16
Clinical Medicine,Radiology & Nuclear Medicine,2006,0.13,0.16
Clinical Medicine,Radiology & Nuclear Medicine,2007,0.13,0.16
Clinical Medicine,Radiology & Nuclear Medicine,2008,0.14,0.17
Clinical Medicine,Radiology & Nuclear Medicine,2009,0.14,0.17
Clinical Medicine,Radiology & Nuclear Medicine,2010,0.14,0.18
Clinical Medicine,Radiology & Nuclear Medicine,2011,0.14,0.18
Clinical Medicine,Radiology & Nuclear Medicine,2012,0.13,0.17
Clinical Medicine,Radiology & Nuclear Medicine,2013,0.13,0.17
Clinical Medicine,Radiology & Nuclear Medicine,2014,0.14,0.2
Clinical Medicine,Respiratory System,1950,0.16,0.07
Clinical Medicine,Respiratory System,1951,0.1,0.09
Clinical Medicine,Respiratory System,1952,0.13,0.12
Clinical Medicine,Respiratory System,1953,0.12,0.09
Clinical Medicine,Respiratory System,1954,0.11,0.12
Clinical Medicine,Respiratory System,1955,0.1,0.09
Clinical Medicine,Respiratory System,1956,0.11,0.12
Clinical Medicine,Respiratory System,1957,0.12,0.12
Clinical Medicine,Respiratory System,1958,0.11,0.13
Clinical Medicine,Respiratory System,1959,0.12,0.11
Clinical Medicine,Respiratory System,1960,0.13,0.13
Clinical Medicine,Respiratory System,1961,0.12,0.14
Clinical Medicine,Respiratory System,1962,0.12,0.1
Clinical Medicine,Respiratory System,1963,0.12,0.12
Clinical Medicine,Respiratory System,1964,0.14,0.12
Clinical Medicine,Respiratory System,1965,0.17,0.11
Clinical Medicine,Respiratory System,1966,0.17,0.12
Clinical Medicine,Respiratory System,1967,0.14,0.12
Clinical Medicine,Respiratory System,1968,0.15,0.1
Clinical Medicine,Respiratory System,1969,0.16,0.13
Clinical Medicine,Respiratory System,1970,0.17,0.12
Clinical Medicine,Respiratory System,1971,0.15,0.09
Clinical Medicine,Respiratory System,1972,0.17,0.09
Clinical Medicine,Respiratory System,1973,0.16,0.09
Clinical Medicine,Respiratory System,1974,0.17,0.1
Clinical Medicine,Respiratory System,1975,0.19,0.12
Clinical Medicine,Respiratory System,1976,0.18,0.12
Clinical Medicine,Respiratory System,1977,0.2,0.14
Clinical Medicine,Respiratory System,1978,0.18,0.12
Clinical Medicine,Respiratory System,1979,0.2,0.13
Clinical Medicine,Respiratory System,1980,0.22,0.13
Clinical Medicine,Respiratory System,1981,0.2,0.13
Clinical Medicine,Respiratory System,1982,0.19,0.15
Clinical Medicine,Respiratory System,1983,0.2,0.14
Clinical Medicine,Respiratory System,1984,0.19,0.13
Clinical Medicine,Respiratory System,1985,0.2,0.14
Clinical Medicine,Respiratory System,1986,0.19,0.14
Clinical Medicine,Respiratory System,1987,0.19,0.13
Clinical Medicine,Respiratory System,1988,0.18,0.13
Clinical Medicine,Respiratory System,1989,0.18,0.14
Clinical Medicine,Respiratory System,1990,0.18,0.13
Clinical Medicine,Respiratory System,1991,0.18,0.14
Clinical Medicine,Respiratory System,1992,0.17,0.13
Clinical Medicine,Respiratory System,1993,0.16,0.13
Clinical Medicine,Respiratory System,1994,0.17,0.14
Clinical Medicine,Respiratory System,1995,0.17,0.14
Clinical Medicine,Respiratory System,1996,0.18,0.14
Clinical Medicine,Respiratory System,1997,0.17,0.16
Clinical Medicine,Respiratory System,1998,0.16,0.15
Clinical Medicine,Respiratory System,1999,0.15,0.16
Clinical Medicine,Respiratory System,2000,0.17,0.17
Clinical Medicine,Respiratory System,2001,0.15,0.18
Clinical Medicine,Respiratory System,2002,0.15,0.18
Clinical Medicine,Respiratory System,2003,0.14,0.18
Clinical Medicine,Respiratory System,2004,0.15,0.18
Clinical Medicine,Respiratory System,2005,0.16,0.19
Clinical Medicine,Respiratory System,2006,0.15,0.19
Clinical Medicine,Respiratory System,2007,0.15,0.19
Clinical Medicine,Respiratory System,2008,0.15,0.19
Clinical Medicine,Respiratory System,2009,0.16,0.21
